ID;Hora de início;Hora de conclusão;Email;Nome;Primeiro Grupo;Informar o número do processo analisado.;Qual é o assunto do processo?;Qual é o resultado do recurso do contribuinte ao Carf?;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).2;Dar uma nota para a coesão do texto, para o encadeamento das frases. Como o resumo exclui frases, se aparentemente as frases mais importantes foram mantidas. Se não parece haver uma lacuna entre a...
858;4/13/21 14:59:00;4/13/21 15:02:45;;;Segundo grupo;11610004310200716;Não sei;Procedente ou procedente em parte;;7;5
929;4/14/21 10:52:06;4/14/21 10:53:40;;;Terceiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;6
1043;4/15/21 8:22:36;4/15/21 8:22:53;;;Segundo grupo;11610004310200716;Não sei;Procedente ou procedente em parte;;8;8
1127;4/15/21 12:33:28;4/15/21 12:34:13;;;Segundo grupo;11610004310200716;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
1129;4/15/21 12:34:19;4/15/21 12:34:41;;;Terceiro grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1180;4/15/21 19:35:00;4/15/21 19:36:43;;;Segundo grupo;11610004310200716;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
1257;4/17/21 16:47:38;4/17/21 16:49:12;;;Segundo grupo;11610004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
1090;4/15/21 11:59:13;4/15/21 11:59:31;;;Terceiro grupo;1161004310200716;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
85;3/25/21 14:25:51;3/25/21 14:29:50;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;5
94;3/25/21 16:43:34;3/25/21 16:46:36;;;Primeiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
134;3/26/21 11:45:34;3/26/21 11:48:20;;;Primeiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
155;3/29/21 11:09:58;3/29/21 11:11:04;;;Segundo grupo;12448729542201824;Não sei;Não sei;;5;4
191;3/30/21 11:52:57;3/30/21 11:55:12;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
288;4/3/21 17:42:27;4/3/21 18:14:31;;;Primeiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;10
366;4/6/21 14:50:00;4/6/21 14:50:53;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;9
367;4/6/21 14:51:00;4/6/21 14:51:26;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;10
374;4/6/21 8:39:46;4/6/21 16:30:23;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;7;3
397;4/9/21 19:52:13;4/9/21 19:55:00;;;Segundo grupo;12448729542201824;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
453;4/11/21 14:09:56;4/11/21 14:10:29;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
499;4/11/21 16:26:32;4/11/21 16:26:58;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;7
553;4/12/21 9:28:34;4/12/21 9:31:19;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;5;5
609;4/12/21 11:20:10;4/12/21 11:22:35;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
705;4/12/21 21:08:54;4/12/21 21:12:05;;;Primeiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;10
748;4/12/21 22:34:24;4/12/21 22:42:49;;;Segundo grupo;12448729542201824;Não sei;Procedente ou procedente em parte;;7;2
779;4/13/21 10:09:01;4/13/21 10:10:13;;;Primeiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
782;4/13/21 10:14:34;4/13/21 10:15:08;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
808;4/13/21 11:37:03;4/13/21 11:39:20;;;Segundo grupo;12448729542201824;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
895;4/13/21 21:24:42;4/13/21 21:28:21;;;Primeiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;4
914;4/14/21 10:24:46;4/14/21 10:26:21;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
962;4/14/21 11:23:51;4/14/21 11:25:24;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;8;8
1014;4/14/21 19:54:19;4/14/21 19:55:03;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1029;4/15/21 7:56:39;4/15/21 7:57:06;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
1067;4/15/21 9:54:49;4/15/21 9:57:46;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
1113;4/15/21 12:09:15;4/15/21 12:11:22;;;Terceiro grupo;12448729542201824;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1139;4/15/21 12:42:28;4/15/21 12:43:58;;;Terceiro grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;9;10
1218;4/16/21 12:17:34;4/16/21 12:18:13;;;Primeiro grupo;12448729542201824;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
1242;4/17/21 16:05:49;4/17/21 16:07:06;;;Segundo grupo;12448729542201824;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
19;3/23/21 16:49:54;3/23/21 16:50:17;;;Primeiro grupo;12448729542201825;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
91;3/25/21 16:34:56;3/25/21 16:37:25;;;Primeiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
130;3/26/21 11:32:26;3/26/21 11:35:25;;;Primeiro grupo;13047720112201660;IRPJ/CSLL;Procedente ou procedente em parte;;4;2
150;3/29/21 10:57:07;3/29/21 10:57:58;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;5;3
186;3/30/21 11:41:28;3/30/21 11:43:58;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
196;3/30/21 12:59:18;3/30/21 13:04:18;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;2;2
253;3/31/21 14:28:08;3/31/21 14:31:23;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
284;4/3/21 16:44:47;4/3/21 16:49:20;;;Primeiro grupo;13047720112201660;Não sei;Procedente ou procedente em parte;;2;5
358;4/5/21 15:09:22;4/5/21 15:10:01;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;6;6
359;4/5/21 15:10:06;4/5/21 15:10:45;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
392;4/9/21 19:31:30;4/9/21 19:38:17;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;5;5
448;4/11/21 14:06:56;4/11/21 14:07:23;;;Segundo grupo;13047720112201660;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;7;6
494;4/11/21 16:22:27;4/11/21 16:23:16;;;Terceiro grupo;13047720112201660;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;6;7
544;4/12/21 9:11:08;4/12/21 9:14:10;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;6;5
576;4/12/21 10:06:30;4/12/21 10:08:49;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;4;4
603;4/12/21 11:05:48;4/12/21 11:08:07;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;7
743;4/12/21 22:06:51;4/12/21 22:11:43;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;6;2
772;4/13/21 9:58:25;4/13/21 10:01:32;;;Primeiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;5
775;4/13/21 9:56:29;4/13/21 10:04:56;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;5
787;4/13/21 10:20:35;4/13/21 10:21:58;;;Primeiro grupo;13047720112201660;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;5
803;4/13/21 11:29:17;4/13/21 11:32:25;;;Segundo grupo;13047720112201660;PAF - Processo Administrativo Fiscal;Improcedente;;9;9
867;4/13/21 15:19:31;4/13/21 15:22:30;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;4;4
909;4/14/21 10:14:50;4/14/21 10:16:15;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;5
957;4/14/21 11:16:28;4/14/21 11:18:14;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;8;8
981;4/14/21 14:57:54;4/14/21 14:59:35;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;5
1009;4/14/21 19:43:51;4/14/21 19:47:06;;;Segundo grupo;13047720112201660;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1025;4/15/21 7:50:18;4/15/21 7:50:56;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;2;2
1101;4/15/21 11:59:39;4/15/21 12:03:25;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
1128;4/15/21 12:32:14;4/15/21 12:34:32;;;Terceiro grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;8;9
1148;4/15/21 14:51:43;4/15/21 14:55:09;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;2;4
1237;4/17/21 15:53:43;4/17/21 15:56:21;;;Segundo grupo;13047720112201660;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;7;6
14;3/23/21 16:25:51;3/23/21 16:28:06;;;Primeiro grupo;13047720112201661;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
58;3/24/21 11:29:13;3/24/21 11:30:06;;;Segundo grupo;13047720112201661;IRPF - Imposto de Renda Pessoa Fisica;Improcedente;;6;5
1132;4/15/21 12:35:54;4/15/21 12:36:54;;;Terceiro grupo;1308003852200102;NGDT - Normas Gerais de Direito Tributário;Não sei;;8;8
90;3/25/21 16:33:23;3/25/21 16:34:41;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
107;3/25/21 17:55:58;3/25/21 17:56:23;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;5
128;3/26/21 11:28:42;3/26/21 11:30:33;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;2
142;3/26/21 16:45:50;3/26/21 16:46:48;;;Segundo grupo;13531000261200676;Não sei;Não sei;;3;4
184;3/30/21 11:34:28;3/30/21 11:37:29;;;Segundo grupo;13531000261200676;IRPJ/CSLL;Procedente ou procedente em parte;;5;5
189;3/30/21 11:46:25;3/30/21 11:50:30;;;Segundo grupo;13531000261200676;Não sei;Não sei;;1;1
244;3/31/21 8:43:32;3/31/21 8:46:03;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;3;5
282;4/3/21 16:37:11;4/3/21 16:39:38;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;4;6
337;4/5/21 14:03:03;4/5/21 14:05:13;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
354;4/5/21 15:01:22;4/5/21 15:02:18;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;7;7
355;4/5/21 15:02:27;4/5/21 15:03:36;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
390;4/9/21 19:23:36;4/9/21 19:26:43;;;Segundo grupo;13531000261200676;Não sei;Procedente ou procedente em parte;;5;5
446;4/11/21 14:05:30;4/11/21 14:06:16;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;6;7
492;4/11/21 16:20:12;4/11/21 16:21:46;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
541;4/12/21 9:04:28;4/12/21 9:06:19;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;9
574;4/12/21 10:05:56;4/12/21 10:06:17;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;7
600;4/12/21 11:00:08;4/12/21 11:02:27;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;3;3
702;4/12/21 21:04:29;4/12/21 21:06:40;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;3
741;4/12/21 21:50:25;4/12/21 21:57:01;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;5
763;4/13/21 9:48:37;4/13/21 9:51:40;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
766;4/13/21 8:25:59;4/13/21 9:55:41;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;9
767;4/13/21 9:52:45;4/13/21 9:56:10;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
784;4/13/21 8:56:28;4/13/21 10:17:37;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;3
801;4/13/21 11:20:14;4/13/21 11:24:18;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
907;4/14/21 10:13:55;4/14/21 10:14:17;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
955;4/14/21 11:14:27;4/14/21 11:15:10;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
980;4/14/21 14:57:07;4/14/21 14:57:48;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;6
1007;4/14/21 19:40:26;4/14/21 19:41:40;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;5;5
1023;4/15/21 7:49:11;4/15/21 7:49:44;;;Segundo grupo;13531000261200676;Não sei;Procedente ou procedente em parte;;2;2
1088;4/15/21 11:57:09;4/15/21 11:57:31;;;Terceiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1163;4/15/21 17:32:04;4/15/21 17:32:43;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1205;4/16/21 10:46:29;4/16/21 10:47:23;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Improcedente;;9;8
1214;4/16/21 12:08:23;4/16/21 12:10:29;;;Primeiro grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;5
1235;4/17/21 15:47:40;4/17/21 15:50:43;;;Segundo grupo;13531000261200676;IRPF - Imposto de Renda Pessoa Fisica;Não sei;;8;6
12;3/23/21 16:15:03;3/23/21 16:16:06;;;Primeiro grupo;13531000261200677;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
864;4/13/21 15:08:02;4/13/21 15:17:09;;;Terceiro grupo;13631000261200676;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
871;4/13/21 15:25:22;4/13/21 15:26:09;;;Terceiro grupo;1380800385200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
16;3/23/21 16:31:32;3/23/21 16:35:29;;;Primeiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;3
152;3/29/21 11:06:36;3/29/21 11:07:37;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
188;3/30/21 11:46:15;3/30/21 11:48:34;;;Segundo grupo;13808003852200102;Não sei;Procedente ou procedente em parte;;8;8
198;3/30/21 13:08:25;3/30/21 13:25:52;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
256;3/31/21 14:32:18;3/31/21 14:33:19;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
271;3/31/21 16:38:41;3/31/21 16:41:09;;;Primeiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
285;4/3/21 16:49:36;4/3/21 17:30:48;;;Primeiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
360;4/6/21 14:41:28;4/6/21 14:42:59;;;Segundo grupo;13808003852200102;Não sei;Procedente ou procedente em parte;;5;6
361;4/6/21 14:43:08;4/6/21 14:44:33;;;Segundo grupo;13808003852200102;Não sei;Procedente ou procedente em parte;;7;8
394;4/9/21 19:40:45;4/9/21 19:42:46;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
450;4/11/21 14:07:57;4/11/21 14:08:38;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
496;4/11/21 16:24:00;4/11/21 16:24:42;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;9
547;4/12/21 9:16:02;4/12/21 9:19:07;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
578;4/12/21 10:09:14;4/12/21 10:09:34;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Não sei;;4;4
605;4/12/21 11:09:38;4/12/21 11:11:07;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
745;4/12/21 22:16:33;4/12/21 22:20:53;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
776;4/13/21 10:03:20;4/13/21 10:04:57;;;Primeiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
780;4/13/21 10:09:45;4/13/21 10:11:31;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;8
791;4/13/21 10:26:10;4/13/21 10:27:32;;;Primeiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;4
805;4/13/21 11:33:17;4/13/21 11:34:41;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
911;4/14/21 10:18:07;4/14/21 10:20:08;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;4;4
959;4/14/21 11:19:11;4/14/21 11:20:41;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
982;4/14/21 14:59:37;4/14/21 15:00:34;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
983;4/14/21 15:00:36;4/14/21 15:01:44;;;Segundo grupo;13808003852200102;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;7;7
1011;4/14/21 19:48:48;4/14/21 19:50:08;;;Segundo grupo;13808003852200102;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;8
1027;4/15/21 7:51:55;4/15/21 7:55:39;;;Segundo grupo;13808003852200102;Não sei;Procedente ou procedente em parte;;7;6
1110;4/15/21 12:05:49;4/15/21 12:06:13;;;Terceiro grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1206;4/16/21 10:52:31;4/16/21 10:54:45;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;7
1239;4/17/21 15:57:19;4/17/21 15:59:31;;;Segundo grupo;13808003852200102;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
207;3/30/21 14:24:31;3/30/21 14:34:18;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
259;3/31/21 16:10:04;3/31/21 16:11:31;;;Primeiro grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;8
309;4/4/21 13:19:52;4/4/21 13:38:49;;;Primeiro grupo;13819900031200692;Não sei;Procedente ou procedente em parte;;3;4
318;4/4/21 17:36:34;4/4/21 17:43:19;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;8;6
418;4/9/21 23:43:06;4/9/21 23:45:45;;;Segundo grupo;13819900031200692;NGDT - Normas Gerais de Direito Tributário;Não sei;;7;2
474;4/11/21 14:21:12;4/11/21 14:21:36;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;10;7
521;4/11/21 16:43:47;4/11/21 16:44:39;;;Terceiro grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;7;7
610;4/12/21 11:13:32;4/12/21 11:23:29;;;Segundo grupo;13819900031200692;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;5
643;4/12/21 12:47:33;4/12/21 12:50:08;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
667;4/12/21 15:10:54;4/12/21 15:12:53;;;Terceiro grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;7
712;4/12/21 21:21:37;4/12/21 21:22:50;;;Terceiro grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
830;4/13/21 12:08:49;4/13/21 12:09:50;;;Segundo grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;9
869;4/13/21 15:22:35;4/13/21 15:24:43;;;Segundo grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;6;2
938;4/14/21 11:01:51;4/14/21 11:02:56;;;Terceiro grupo;13819900031200692;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
992;4/14/21 15:16:47;4/14/21 15:18:42;;;Segundo grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;9
1050;4/15/21 8:26:35;4/15/21 8:29:27;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Não sei;;5;5
1137;4/15/21 12:40:32;4/15/21 12:41:18;;;Terceiro grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1159;4/15/21 16:51:08;4/15/21 16:55:30;;;Primeiro grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;7
1187;4/15/21 19:44:12;4/15/21 19:45:06;;;Segundo grupo;13819900031200692;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
1231;4/16/21 16:17:25;4/16/21 16:18:41;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Não sei;;6;5
1232;4/16/21 16:18:47;4/16/21 16:19:53;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
1264;4/17/21 16:59:57;4/17/21 17:02:18;;;Segundo grupo;13819900031200692;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
41;3/23/21 18:42:09;3/23/21 18:43:44;;;Primeiro grupo;13819900031200693;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
70;3/24/21 15:09:14;3/24/21 15:19:10;;;Terceiro grupo;13819900031200693;IRPJ/CSLL;Não sei;;8;6
1098;4/15/21 12:01:56;4/15/21 12:02:17;;;Terceiro grupo;1381990031200693;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
21;3/23/21 16:54:56;3/23/21 16:57:15;;;Segundo grupo;13941000265200712;Não sei;Procedente ou procedente em parte;;5;3
95;3/25/21 16:47:32;3/25/21 16:48:16;;;Primeiro grupo;13941000265200712;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
116;3/26/21 8:19:13;3/26/21 8:24:03;;;Segundo grupo;13941000265200712;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;7
164;3/29/21 21:11:17;3/29/21 21:16:31;;;Terceiro grupo;13941000265200712;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
171;3/30/21 11:04:58;3/30/21 11:06:08;;;Segundo grupo;13941000265200712;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
193;3/30/21 11:59:49;3/30/21 12:01:54;;;Segundo grupo;13941000265200712;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
216;3/30/21 15:13:29;3/30/21 15:18:22;;;Primeiro grupo;13941000265200712;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;5
290;4/3/21 18:24:27;4/3/21 18:31:37;;;Primeiro grupo;13941000265200712;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
370;4/6/21 14:54:57;4/6/21 14:55:46;;;Segundo grupo;13941000265200712;Não sei;Procedente ou procedente em parte;;6;6
371;4/6/21 14:55:53;4/6/21 14:56:47;;;Segundo grupo;13941000265200712;IRPJ/CSLL;Procedente ou procedente em parte;;7;8
376;4/6/21 16:42:18;4/6/21 16:46:34;;;Segundo grupo;13941000265200712;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
